antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,Consequent_Margin_EUR,Expected_Value_Per_1k_EUR
Milk,Eggs,0.25,0.03,0.03,0.12,4.0,1.0,0.0225,1.1022727272727273,1.0,0.12,0.09278350515463918,0.56,0.9,108.0
Bread,Eggs,0.25,0.03,0.03,0.12,4.0,1.0,0.0225,1.1022727272727273,1.0,0.12,0.09278350515463918,0.56,0.9,108.0
Milk,Eggs,0.25,0.03,0.03,0.12,4.0,1.0,0.0225,1.1022727272727273,1.0,0.12,0.09278350515463918,0.56,0.9,108.0
Butter,Eggs,0.26,0.03,0.03,0.11538461538461538,3.8461538461538463,1.0,0.022199999999999998,1.0965217391304347,1.0,0.11538461538461538,0.08802537668517049,0.5576923076923077,0.9,103.85
Milk,Eggs,0.26,0.03,0.03,0.11538461538461538,3.8461538461538463,1.0,0.022199999999999998,1.0965217391304347,1.0,0.11538461538461538,0.08802537668517049,0.5576923076923077,0.9,103.85
Milk,Eggs,0.26,0.03,0.03,0.11538461538461538,3.8461538461538463,1.0,0.022199999999999998,1.0965217391304347,1.0,0.11538461538461538,0.08802537668517049,0.5576923076923077,0.9,103.85
Eggs,Milk,0.15,0.03,0.03,0.2,6.666666666666667,1.0,0.0255,1.2125,1.0,0.2,0.1752577319587629,0.6,0.5,100.0
Bread,Cheese,0.5,0.03,0.02,0.04,1.3333333333333335,1.0,0.005000000000000001,1.0104166666666667,0.5000000000000001,0.0392156862745098,0.010309278350515465,0.3533333333333334,2.5,100.0
Eggs,Milk,0.15,0.03,0.03,0.2,6.666666666666667,1.0,0.0255,1.2125,1.0,0.2,0.1752577319587629,0.6,0.5,100.0
Beer,Baby Wipes,0.24,0.02,0.02,0.08333333333333334,4.166666666666667,1.0,0.015200000000000002,1.069090909090909,1.0000000000000002,0.08333333333333333,0.06462585034013606,0.5416666666666666,1.2,100.0
Bread,Chips,0.24,0.08,0.03,0.125,1.5625,1.0,0.0108,1.0514285714285714,0.4736842105263158,0.10344827586206895,0.048913043478260865,0.25,0.8,100.0
Bread,Cheese,0.5,0.03,0.02,0.04,1.3333333333333335,1.0,0.005000000000000001,1.0104166666666667,0.5000000000000001,0.0392156862745098,0.010309278350515465,0.3533333333333334,2.5,100.0
Milk,Chips,0.25,0.05,0.03,0.12,2.4,1.0,0.017499999999999998,1.0795454545454546,0.7777777777777777,0.1111111111111111,0.07368421052631578,0.36,0.8,96.0
Milk,Chips,0.25,0.08,0.03,0.12,1.5,1.0,0.009999999999999998,1.0454545454545454,0.4444444444444444,0.09999999999999998,0.04347826086956521,0.2475,0.8,96.0
Milk,Chips,0.25,0.08,0.03,0.12,1.5,1.0,0.009999999999999998,1.0454545454545454,0.4444444444444444,0.09999999999999998,0.04347826086956521,0.2475,0.8,96.0
Butter,Chips,0.26,0.08,0.03,0.11538461538461538,1.4423076923076923,1.0,0.009199999999999996,1.04,0.4144144144144143,0.09677419354838708,0.03846153846153845,0.24519230769230768,0.8,92.31
Milk,Chips,0.26,0.08,0.03,0.11538461538461538,1.4423076923076923,1.0,0.009199999999999996,1.04,0.4144144144144143,0.09677419354838708,0.03846153846153845,0.24519230769230768,0.8,92.31
Milk,Chips,0.26,0.03,0.03,0.11538461538461538,3.8461538461538463,1.0,0.022199999999999998,1.0965217391304347,1.0,0.11538461538461538,0.08802537668517049,0.5576923076923077,0.8,92.31
Eggs,Bread,0.2,0.03,0.03,0.15,5.0,1.0,0.024,1.1411764705882352,1.0,0.15,0.12371134020618557,0.575,0.6,90.0
Milk,Eggs,0.32,0.03,0.03,0.09375,3.125,1.0,0.0204,1.0703448275862069,1.0000000000000002,0.09375000000000001,0.06572164948453608,0.546875,0.9,84.38
Milk,Eggs,0.32,0.03,0.03,0.09375,3.125,1.0,0.0204,1.0703448275862069,1.0000000000000002,0.09375000000000001,0.06572164948453608,0.546875,0.9,84.38
Milk,Eggs,0.32,0.03,0.03,0.09375,3.125,1.0,0.0204,1.0703448275862069,1.0000000000000002,0.09375000000000001,0.06572164948453608,0.546875,0.9,84.38
Butter,Eggs,0.32,0.03,0.03,0.09375,3.125,1.0,0.0204,1.0703448275862069,1.0000000000000002,0.09375000000000001,0.06572164948453608,0.546875,0.9,84.38
Butter,Eggs,0.32,0.03,0.03,0.09375,3.125,1.0,0.0204,1.0703448275862069,1.0000000000000002,0.09375000000000001,0.06572164948453608,0.546875,0.9,84.38
Wine,Chips,0.49,0.08,0.05,0.10204081632653061,1.2755102040816326,1.0,0.010800000000000004,1.0245454545454546,0.423529411764706,0.09615384615384617,0.023957409050576754,0.3635204081632653,0.8,81.63
Milk,Butter,0.26,0.05,0.03,0.11538461538461538,2.3076923076923075,1.0,0.016999999999999998,1.0739130434782609,0.7657657657657657,0.10714285714285712,0.06882591093117409,0.3576923076923077,0.7,80.77
Milk,Butter,0.26,0.05,0.03,0.11538461538461538,2.3076923076923075,1.0,0.016999999999999998,1.0739130434782609,0.7657657657657657,0.10714285714285712,0.06882591093117409,0.3576923076923077,0.7,80.77
Bread,Chips,0.5,0.08,0.05,0.1,1.25,1.0,0.010000000000000002,1.0222222222222221,0.4000000000000001,0.09433962264150945,0.02173913043478261,0.3625,0.8,80.0
Eggs,Milk,0.2,0.03,0.03,0.15,5.0,1.0,0.024,1.1411764705882352,1.0,0.15,0.12371134020618557,0.575,0.5,75.0
Milk,Chips,0.32,0.03,0.03,0.09375,3.125,1.0,0.0204,1.0703448275862069,1.0000000000000002,0.09375000000000001,0.06572164948453608,0.546875,0.8,75.0
Eggs,Milk,0.2,0.03,0.03,0.15,5.0,1.0,0.024,1.1411764705882352,1.0,0.15,0.12371134020618557,0.575,0.5,75.0
Milk,Chips,0.32,0.05,0.03,0.09375,1.875,1.0,0.013999999999999999,1.0482758620689654,0.6862745098039216,0.08823529411764706,0.046052631578947366,0.346875,0.8,75.0
Butter,Chips,0.32,0.05,0.03,0.09375,1.875,1.0,0.013999999999999999,1.0482758620689654,0.6862745098039216,0.08823529411764706,0.046052631578947366,0.346875,0.8,75.0
Eggs,Milk,0.2,0.03,0.03,0.15,5.0,1.0,0.024,1.1411764705882352,1.0,0.15,0.12371134020618557,0.575,0.5,75.0
Milk,Chips,0.32,0.03,0.03,0.09375,3.125,1.0,0.0204,1.0703448275862069,1.0000000000000002,0.09375000000000001,0.06572164948453608,0.546875,0.8,75.0
Eggs,Butter,0.2,0.05,0.02,0.09999999999999999,1.9999999999999998,1.0,0.009999999999999998,1.0555555555555556,0.6249999999999999,0.08695652173913043,0.05263157894736841,0.24999999999999997,0.7,70.0
Eggs,Butter,0.2,0.05,0.02,0.09999999999999999,1.9999999999999998,1.0,0.009999999999999998,1.0555555555555556,0.6249999999999999,0.08695652173913043,0.05263157894736841,0.24999999999999997,0.7,70.0
Bread,Chips,0.24,0.05,0.02,0.08333333333333334,1.6666666666666667,1.0,0.008,1.0363636363636364,0.5263157894736842,0.07407407407407408,0.03508771929824562,0.24166666666666664,0.8,66.67
Bread,Chips,0.24,0.03,0.02,0.08333333333333334,2.777777777777778,1.0,0.0128,1.0581818181818181,0.8421052631578948,0.08,0.05498281786941582,0.37500000000000006,0.8,66.67
Milk,Butter,0.32,0.05,0.03,0.09375,1.875,1.0,0.013999999999999999,1.0482758620689654,0.6862745098039216,0.08823529411764706,0.046052631578947366,0.346875,0.7,65.62
Milk,Butter,0.32,0.04,0.03,0.09375,2.34375,1.0,0.0172,1.0593103448275862,0.8431372549019609,0.09090909090909091,0.055989583333333336,0.421875,0.7,65.62
Milk,Butter,0.32,0.04,0.03,0.09375,2.34375,1.0,0.0172,1.0593103448275862,0.8431372549019609,0.09090909090909091,0.055989583333333336,0.421875,0.7,65.62
Milk,Butter,0.32,0.05,0.03,0.09375,1.875,1.0,0.013999999999999999,1.0482758620689654,0.6862745098039216,0.08823529411764706,0.046052631578947366,0.346875,0.7,65.62
Diapers,Baby Wipes,0.37,0.03,0.02,0.05405405405405406,1.801801801801802,1.0,0.008900000000000002,1.0254285714285714,0.7063492063492065,0.05263157894736842,0.024797993870158824,0.3603603603603604,1.2,64.86
Diapers,Baby Wipes,0.37,0.02,0.02,0.05405405405405406,2.7027027027027026,1.0,0.0126,1.036,1.0,0.05405405405405406,0.03474903474903475,0.527027027027027,1.2,64.86
Diapers,Baby Wipes,0.37,0.02,0.02,0.05405405405405406,2.7027027027027026,1.0,0.0126,1.036,1.0,0.05405405405405406,0.03474903474903475,0.527027027027027,1.2,64.86
Diapers,Baby Wipes,0.37,0.03,0.02,0.05405405405405406,1.801801801801802,1.0,0.008900000000000002,1.0254285714285714,0.7063492063492065,0.05263157894736842,0.024797993870158824,0.3603603603603604,1.2,64.86
Cheese,Eggs,0.45,0.04,0.03,0.06666666666666667,1.6666666666666665,1.0,0.011999999999999997,1.0285714285714285,0.7272727272727271,0.06521739130434782,0.027777777777777776,0.4083333333333333,0.9,60.0
Bread,Butter,0.24,0.05,0.02,0.08333333333333334,1.6666666666666667,1.0,0.008,1.0363636363636364,0.5263157894736842,0.07407407407407408,0.03508771929824562,0.24166666666666664,0.7,58.33
Bread,Butter,0.24,0.05,0.02,0.08333333333333334,1.6666666666666667,1.0,0.008,1.0363636363636364,0.5263157894736842,0.07407407407407408,0.03508771929824562,0.24166666666666664,0.7,58.33
Butter,Milk,0.26,0.06,0.03,0.11538461538461538,1.9230769230769231,1.0,0.0144,1.0626086956521739,0.6486486486486487,0.10344827586206895,0.058919803600654665,0.3076923076923077,0.5,57.69
Butter,Milk,0.26,0.06,0.03,0.11538461538461538,1.9230769230769231,1.0,0.0144,1.0626086956521739,0.6486486486486487,0.10344827586206895,0.058919803600654665,0.3076923076923077,0.5,57.69
Butter,Milk,0.26,0.03,0.03,0.11538461538461538,3.8461538461538463,1.0,0.022199999999999998,1.0965217391304347,1.0,0.11538461538461538,0.08802537668517049,0.5576923076923077,0.5,57.69
Bread,Milk,0.26,0.03,0.03,0.11538461538461538,3.8461538461538463,1.0,0.022199999999999998,1.0965217391304347,1.0,0.11538461538461538,0.08802537668517049,0.5576923076923077,0.5,57.69
Milk,Bread,0.32,0.03,0.03,0.09375,3.125,1.0,0.0204,1.0703448275862069,1.0000000000000002,0.09375000000000001,0.06572164948453608,0.546875,0.6,56.25
Bread,Butter,0.5,0.05,0.04,0.08,1.5999999999999999,1.0,0.015,1.0326086956521738,0.75,0.0784313725490196,0.031578947368421054,0.43999999999999995,0.7,56.0
Bread,Butter,0.5,0.05,0.04,0.08,1.5999999999999999,1.0,0.015,1.0326086956521738,0.75,0.0784313725490196,0.031578947368421054,0.43999999999999995,0.7,56.0
Wine,Eggs,0.49,0.04,0.03,0.061224489795918366,1.530612244897959,1.0,0.0104,1.0226086956521738,0.6797385620915033,0.06,0.022108843537414963,0.40561224489795916,0.9,55.1
Bread,Eggs,0.5,0.03,0.03,0.06,2.0,1.0,0.015,1.0319148936170213,1.0,0.06,0.030927835051546393,0.53,0.9,54.0
Bread,Eggs,0.5,0.03,0.03,0.06,2.0,1.0,0.015,1.0319148936170213,1.0,0.06,0.030927835051546393,0.53,0.9,54.0
Cheese,Chips,0.45,0.05,0.03,0.06666666666666667,1.3333333333333333,1.0,0.007499999999999996,1.0178571428571428,0.4545454545454543,0.06382978723404255,0.017543859649122803,0.3333333333333333,0.8,53.33
Wine,Chips,0.49,0.05,0.03,0.061224489795918366,1.2244897959183672,1.0,0.005499999999999998,1.0119565217391304,0.3594771241830064,0.058823529411764705,0.011815252416756173,0.33061224489795915,0.8,48.98
Wine,Chips,0.49,0.03,0.03,0.061224489795918366,2.0408163265306123,1.0,0.0153,1.0332608695652172,1.0,0.061224489795918366,0.032190195665895226,0.5306122448979592,0.8,48.98
Wine,Baby Wipes,0.49,0.02,0.02,0.04081632653061225,2.0408163265306123,1.0,0.0102,1.0217021276595746,1.0,0.04081632653061225,0.021241149521032905,0.5204081632653061,1.2,48.98
Diapers,Chips,0.33,0.02,0.02,0.06060606060606061,3.0303030303030303,1.0,0.013399999999999999,1.043225806451613,1.0,0.06060606060606061,0.04143475572047001,0.5303030303030303,0.8,48.48
Bread,Chips,0.5,0.05,0.03,0.06,1.2,1.0,0.0049999999999999975,1.0106382978723405,0.3333333333333332,0.05769230769230769,0.010526315789473679,0.32999999999999996,0.8,48.0
Bread,Chips,0.5,0.03,0.03,0.06,2.0,1.0,0.015,1.0319148936170213,1.0,0.06,0.030927835051546393,0.53,0.8,48.0
Butter,Milk,0.32,0.03,0.03,0.09375,3.125,1.0,0.0204,1.0703448275862069,1.0000000000000002,0.09375000000000001,0.06572164948453608,0.546875,0.5,46.88
Butter,Milk,0.32,0.04,0.03,0.09375,2.34375,1.0,0.0172,1.0593103448275862,0.8431372549019609,0.09090909090909091,0.055989583333333336,0.421875,0.5,46.88
Butter,Milk,0.32,0.04,0.03,0.09375,2.34375,1.0,0.0172,1.0593103448275862,0.8431372549019609,0.09090909090909091,0.055989583333333336,0.421875,0.5,46.88
Butter,Milk,0.32,0.06,0.03,0.09375,1.5625,1.0,0.0108,1.0372413793103448,0.5294117647058825,0.08571428571428572,0.03590425531914894,0.296875,0.5,46.88
Butter,Milk,0.32,0.06,0.03,0.09375,1.5625,1.0,0.0108,1.0372413793103448,0.5294117647058825,0.08571428571428572,0.03590425531914894,0.296875,0.5,46.88
Butter,Milk,0.32,0.03,0.03,0.09375,3.125,1.0,0.0204,1.0703448275862069,1.0000000000000002,0.09375000000000001,0.06572164948453608,0.546875,0.5,46.88
Butter,Milk,0.32,0.03,0.03,0.09375,3.125,1.0,0.0204,1.0703448275862069,1.0000000000000002,0.09375000000000001,0.06572164948453608,0.546875,0.5,46.88
Butter,Milk,0.32,0.03,0.03,0.09375,3.125,1.0,0.0204,1.0703448275862069,1.0000000000000002,0.09375000000000001,0.06572164948453608,0.546875,0.5,46.88
Cheese,Butter,0.45,0.05,0.03,0.06666666666666667,1.3333333333333333,1.0,0.007499999999999996,1.0178571428571428,0.4545454545454543,0.06382978723404255,0.017543859649122803,0.3333333333333333,0.7,46.67
Cheese,Milk,0.45,0.06,0.04,0.08888888888888889,1.4814814814814816,1.0,0.013000000000000001,1.0317073170731708,0.5909090909090909,0.0851063829787234,0.03073286052009457,0.3777777777777778,0.5,44.44
Baby Wipes,Chips,0.36,0.02,0.02,0.05555555555555556,2.777777777777778,1.0,0.0128,1.0376470588235294,1.0,0.05555555555555556,0.036281179138322,0.5277777777777778,0.8,44.44
Diapers,Chips,0.37,0.02,0.02,0.05405405405405406,2.7027027027027026,1.0,0.0126,1.036,1.0,0.05405405405405406,0.03474903474903475,0.527027027027027,0.8,43.24
Wine,Butter,0.49,0.05,0.03,0.061224489795918366,1.2244897959183672,1.0,0.005499999999999998,1.0119565217391304,0.3594771241830064,0.058823529411764705,0.011815252416756173,0.33061224489795915,0.7,42.86
Bread,Milk,0.24,0.06,0.02,0.08333333333333334,1.388888888888889,1.0,0.005600000000000001,1.0254545454545454,0.368421052631579,0.07142857142857144,0.024822695035461008,0.20833333333333337,0.5,41.67
Bread,Milk,0.24,0.06,0.02,0.08333333333333334,1.388888888888889,1.0,0.005600000000000001,1.0254545454545454,0.368421052631579,0.07142857142857144,0.024822695035461008,0.20833333333333337,0.5,41.67
Wine,Milk,0.49,0.06,0.04,0.0816326530612245,1.360544217687075,1.0,0.010600000000000002,1.0235555555555556,0.5196078431372549,0.0784313725490196,0.02301346070343032,0.3741496598639456,0.5,40.82
Bread,Milk,0.5,0.06,0.04,0.08,1.3333333333333335,1.0,0.010000000000000002,1.0217391304347825,0.5000000000000001,0.07692307692307693,0.021276595744680857,0.37333333333333335,0.5,40.0
Bread,Milk,0.5,0.06,0.04,0.08,1.3333333333333335,1.0,0.010000000000000002,1.0217391304347825,0.5000000000000001,0.07692307692307693,0.021276595744680857,0.37333333333333335,0.5,40.0
Cheese,Chips,0.45,0.03,0.02,0.044444444444444446,1.4814814814814816,1.0,0.006500000000000001,1.0151162790697674,0.5909090909090909,0.04347826086956522,0.01489117983963345,0.35555555555555557,0.8,35.56
Wine,Chips,0.49,0.02,0.02,0.04081632653061225,2.0408163265306123,1.0,0.0102,1.0217021276595746,1.0,0.04081632653061225,0.021241149521032905,0.5204081632653061,0.8,32.65
Bread,Chips,0.5,0.03,0.02,0.04,1.3333333333333335,1.0,0.005000000000000001,1.0104166666666667,0.5000000000000001,0.0392156862745098,0.010309278350515465,0.3533333333333334,0.8,32.0
Bread,Milk,0.5,0.03,0.03,0.06,2.0,1.0,0.015,1.0319148936170213,1.0,0.06,0.030927835051546393,0.53,0.5,30.0
Bread,Milk,0.5,0.03,0.03,0.06,2.0,1.0,0.015,1.0319148936170213,1.0,0.06,0.030927835051546393,0.53,0.5,30.0
Bread,Milk,0.5,0.03,0.03,0.06,2.0,1.0,0.015,1.0319148936170213,1.0,0.06,0.030927835051546393,0.53,0.5,30.0
Bread,Milk,0.5,0.03,0.03,0.06,2.0,1.0,0.015,1.0319148936170213,1.0,0.06,0.030927835051546393,0.53,0.5,30.0
Bread,Milk,0.5,0.03,0.03,0.06,2.0,1.0,0.015,1.0319148936170213,1.0,0.06,0.030927835051546393,0.53,0.5,30.0
Bread,Milk,0.5,0.03,0.03,0.06,2.0,1.0,0.015,1.0319148936170213,1.0,0.06,0.030927835051546393,0.53,0.5,30.0
